Timestamp,bearing_1
0,0.06035657051741945
1,0.06146794896062704
2,0.06114385557572939
3,0.05872883848553557
4,0.05873312396014116
5,0.06394267512595331
6,0.05922911886013335
7,0.060459383182450616
8,0.058868902326740746
9,0.060640964522207116
10,0.06141681872087673
11,0.06055612887837199
12,0.06178859494388195
13,0.05935438174313656
14,0.06251686812185697
15,0.0628077137742171
16,0.05706342814688265
17,0.06162881719021762
18,0.06005018988957473
19,0.05850305780286232
20,0.05783567784114209
21,0.0582735124302558
22,0.059358508393020426
23,0.06387734554015205
24,0.06248266946022585
25,0.06071883472050109
26,0.06315082759936386
27,0.0592394330557817
28,0.058830181994027946
29,0.0664598925277854
30,0.062149936351352644
31,0.05987814079728691
32,0.05965611598552129
33,0.060011156942008585
34,0.06190355951307405
35,0.06349178495804655
36,0.0635914936561741
37,0.062302707597311276
38,0.05701019425871766
39,0.06331744481314487
40,0.06023869745072248
41,0.057915888860853394
42,0.06061569080191268
43,0.06180784041852411
44,0.05789430576973488
45,0.057253980349523496
46,0.059772651767069473
47,0.06534363345008926
48,0.06151518829360577
49,0.057953224695368684
50,0.059408872093753604
51,0.05979029335396593
52,0.05533892945862908
53,0.05968241500071955
54,0.06008336076301302
55,0.06153654521314479
56,0.06238758302038976
57,0.06032893227834323
58,0.05886566475689809
59,0.06013318364280264
60,0.06024160135115655
61,0.06184855280963909
62,0.06396504348076398
63,0.059028234572860015
64,0.062024323183432595
65,0.06141024719048931
66,0.05657116615051078
67,0.05985754769140965
68,0.0621311957710257
69,0.059681163826091996
70,0.06872745226913578
71,0.05290174075036524
72,0.06665259520802974
73,0.053831714584943555
74,0.08886334266537124
75,0.06803204692639327
76,0.0947225267664619
77,0.08512292030027171
78,0.09906390744636193
79,0.11794212135837417
80,0.09344791435079794
81,0.11293665674202513
82,0.13839437099043866
83,0.13536265058627345
84,0.12915591920080996
85,0.14146851884204387
86,0.14805648883356698
87,0.1590055735785904
88,0.14334164670983246
89,0.1483546237113421
90,0.14843735597653718
91,0.17244663399735438
92,0.1666482574631199
93,0.17980376573806375
94,0.18606850508037842
95,0.18789200200524878
96,0.18749814592930908
97,0.17721715654959871
98,0.1917722923990313
99,0.2037064668912262
